ISSUERTRADINGSYMBOL,RPTOWNERNAME,RPTOWNER_RELATIONSHIP,TRANS_DATE,TRANS_CODE,TRANS_SHARES,TRANS_PRICEPERSHARE,TransactionValue,alpha,beta
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-08,S,1109.0,325.26,360713.34,0.004064819384234371,1.8479161161049753
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-08,S,1503.0,326.5,490729.5,0.004064819384234371,1.8479161161049753
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-08,S,724.0,328.21,237624.04,0.004064819384234371,1.8479161161049753
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-08,S,3624.0,329.18,1192948.32,0.004064819384234371,1.8479161161049753
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-08,S,3321.0,330.13,1096361.73,0.004064819384234371,1.8479161161049753
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-08,S,2245.0,330.96,743005.2,0.004064819384234371,1.8479161161049753
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-08,S,4189.0,332.16,1391418.24,0.004064819384234371,1.8479161161049753
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-08,S,500.0,324.86,162430.0,0.004064819384234371,1.8479161161049753
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-08,S,690.0,326.5,225285.0,0.004064819384234371,1.8479161161049753
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-08,S,600.0,328.57,197142.0,0.004064819384234371,1.8479161161049753
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-08,S,1410.0,329.42,464482.2,0.004064819384234371,1.8479161161049753
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-08,S,1662.0,330.54,549357.48,0.004064819384234371,1.8479161161049753
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-08,S,1166.0,331.76,386832.16,0.004064819384234371,1.8479161161049753
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-08,S,1147.0,332.61,381503.67,0.004064819384234371,1.8479161161049753
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-08,S,200.0,324.98,64996.0,0.004064819384234371,1.8479161161049753
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-07,S,1216.0,324.13,394142.08,0.004132779319707731,1.831359227424936
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-07,S,410.0,320.04,131216.4,0.004132779319707731,1.831359227424936
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-07,S,1320.0,322.67,425924.4,0.004132779319707731,1.831359227424936
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-07,S,3690.0,323.79,1194785.1,0.004132779319707731,1.831359227424936
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-07,S,1169.0,324.54,379387.26,0.004132779319707731,1.831359227424936
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-07,S,4740.0,326.54,1547799.6,0.004132779319707731,1.831359227424936
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-07,S,4811.0,327.17,1574014.87,0.004132779319707731,1.831359227424936
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-07,S,200.0,327.95,65590.0,0.004132779319707731,1.831359227424936
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-07,S,100.0,317.78,31778.0,0.004132779319707731,1.831359227424936
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-07,S,200.0,319.64,63928.0,0.004132779319707731,1.831359227424936
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-07,S,800.0,321.83,257464.0,0.004132779319707731,1.831359227424936
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-07,S,900.0,323.3,290970.0,0.004132779319707731,1.831359227424936
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-07,S,1250.0,321.61,402012.5,0.004132779319707731,1.831359227424936
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-07,S,100.0,324.91,32491.000000000004,0.004132779319707731,1.831359227424936
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-07,S,2259.0,326.61,737811.99,0.004132779319707731,1.831359227424936
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-07,S,1600.0,327.2,523520.0,0.004132779319707731,1.831359227424936
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-07,S,50.0,318.0,15900.0,0.004132779319707731,1.831359227424936
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-07,S,100.0,320.05,32005.0,0.004132779319707731,1.831359227424936
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-07,S,150.0,321.71,48256.5,0.004132779319707731,1.831359227424936
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-07,S,300.0,322.65,96795.0,0.004132779319707731,1.831359227424936
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-07,S,652.0,323.88,211169.76,0.004132779319707731,1.831359227424936
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-07,S,100.0,325.13,32513.0,0.004132779319707731,1.831359227424936
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-07,S,853.0,326.62,278606.86,0.004132779319707731,1.831359227424936
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-07,S,700.0,327.29,229103.0,0.004132779319707731,1.831359227424936
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-07,S,339.0,318.17,107859.63,0.004132779319707731,1.831359227424936
AMZN,Selipsky Adam,Officer,2023-12-07,S,500.0,146.09,73045.0,0.00114586777874844,1.6247647603860307
AMZN,Selipsky Adam,Officer,2023-12-06,S,500.0,147.76,73880.0,0.001328705202087239,1.594366430336898
DIS,Chang Amy,Director,2023-12-07,P,745.0,92.69,69054.05,-0.0008383413821933933,1.1797417542392143
DIS,Chang Amy,Director,2023-12-07,P,333.0,92.69,30865.77,-0.0008383413821933933,1.1797417542392143
TSLA,Zhu Xiaotong,Officer,2023-12-06,S,1049.25,244.34,256373.745,0.0007251357403485233,2.148030917757135
TSLA,Baglino Andrew D,Officer,2023-12-06,S,1298.5,244.34,317275.49,0.0007251357403485233,2.148030917757135
TSLA,Taneja Vaibhav,Officer,2023-12-06,S,173.25,244.34,42331.905,0.0007251357403485233,2.148030917757135
META,Newstead Jennifer,Officer,2023-12-05,S,566.0,318.98,180542.68,0.004094752397641826,1.863812390300342
UNH,HEMSLEY STEPHEN J,Director,2023-12-05,S,66081.0,550.39,36370321.59,-5.8604907375477445e-05,0.32610179991487814
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-06,S,399.0,317.59,126718.41,0.004216743114774761,1.8143571848538556
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-06,S,100.0,321.55,32155.0,0.004216743114774761,1.8143571848538556
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-06,S,306.0,320.86,98183.16,0.004216743114774761,1.8143571848538556
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-06,S,1099.0,319.64,351284.36,0.004216743114774761,1.8143571848538556
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-06,S,1001.0,318.82,319138.82,0.004216743114774761,1.8143571848538556
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-06,S,200.0,321.38,64276.0,0.004216743114774761,1.8143571848538556
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-06,S,800.0,320.63,256504.0,0.004216743114774761,1.8143571848538556
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-06,S,2730.0,319.67,872699.1000000001,0.004216743114774761,1.8143571848538556
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-06,S,2245.0,318.93,715997.85,0.004216743114774761,1.8143571848538556
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-06,S,1200.0,317.64,381168.0,0.004216743114774761,1.8143571848538556
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-06,S,700.0,321.43,225001.0,0.004216743114774761,1.8143571848538556
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-06,S,2871.0,320.45,920011.95,0.004216743114774761,1.8143571848538556
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-06,S,7353.0,319.45,2348915.85,0.004216743114774761,1.8143571848538556
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-06,S,4620.0,318.71,1472440.2,0.004216743114774761,1.8143571848538556
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-06,S,2385.0,317.52,757285.2,0.004216743114774761,1.8143571848538556
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-05,S,2111.0,317.06,669313.66,0.004094752397641826,1.863812390300342
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-05,S,2167.0,318.22,689582.7400000001,0.004094752397641826,1.863812390300342
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-05,S,1004.0,319.0,320276.0,0.004094752397641826,1.863812390300342
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-05,S,893.0,320.1,285849.30000000005,0.004094752397641826,1.863812390300342
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-05,S,200.0,321.46,64291.99999999999,0.004094752397641826,1.863812390300342
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-05,S,300.0,316.17,94851.0,0.004094752397641826,1.863812390300342
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-05,S,750.0,317.0,237750.0,0.004094752397641826,1.863812390300342
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-05,S,1105.0,318.14,351544.7,0.004094752397641826,1.863812390300342
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-05,S,200.0,318.9,63779.99999999999,0.004094752397641826,1.863812390300342
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-05,S,500.0,320.04,160020.0,0.004094752397641826,1.863812390300342
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-05,S,50.0,321.38,16069.0,0.004094752397641826,1.863812390300342
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-05,S,1215.0,316.15,384122.25,0.004094752397641826,1.863812390300342
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-05,S,5498.0,316.95,1742591.1,0.004094752397641826,1.863812390300342
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-05,S,5483.0,318.07,1743977.81,0.004094752397641826,1.863812390300342
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-05,S,2690.0,318.83,857652.7,0.004094752397641826,1.863812390300342
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-05,S,2143.0,320.09,685952.87,0.004094752397641826,1.863812390300342
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-05,S,800.0,320.87,256696.0,0.004094752397641826,1.863812390300342
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-05,S,100.0,321.84,32184.0,0.004094752397641826,1.863812390300342
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-05,S,800.0,316.21,252968.0,0.004094752397641826,1.863812390300342
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-04,S,242.0,319.95,77427.9,0.004118147217685698,1.843725669358569
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-04,S,600.0,318.95,191370.0,0.004118147217685698,1.843725669358569
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-04,S,750.0,317.81,238357.5,0.004118147217685698,1.843725669358569
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-04,S,400.0,316.6,126640.0,0.004118147217685698,1.843725669358569
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-04,S,550.0,314.33,172881.5,0.004118147217685698,1.843725669358569
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-04,S,4546.0,315.51,1434308.46,0.004118147217685698,1.843725669358569
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-04,S,3125.0,316.46,988937.5,0.004118147217685698,1.843725669358569
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-04,S,3921.0,317.79,1246054.59,0.004118147217685698,1.843725669358569
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-04,S,3332.0,318.71,1061941.72,0.004118147217685698,1.843725669358569
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-04,S,2155.0,319.62,688781.1,0.004118147217685698,1.843725669358569
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-04,S,300.0,320.6,96180.0,0.004118147217685698,1.843725669358569
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-04,S,530.0,314.94,166918.2,0.004118147217685698,1.843725669358569
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-04,S,1990.0,315.71,628262.8999999999,0.004118147217685698,1.843725669358569
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-04,S,1250.0,316.61,395762.5,0.004118147217685698,1.843725669358569
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-04,S,1437.0,317.92,456851.04,0.004118147217685698,1.843725669358569
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-04,S,1188.0,318.86,378805.68,0.004118147217685698,1.843725669358569
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-04,S,680.0,319.78,217450.4,0.004118147217685698,1.843725669358569
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-04,S,100.0,320.5,32050.0,0.004118147217685698,1.843725669358569
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-04,S,200.0,314.74,62948.0,0.004118147217685698,1.843725669358569
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-04,S,705.0,315.66,222540.3,0.004118147217685698,1.843725669358569
V,Taneja Rajat,Officer,2023-12-04,S,27679.0,256.49,7099386.71,0.0002346792593624094,0.7811331823274837
AMZN,Herrington Douglas J,Officer,2023-12-01,S,4000.0,146.0,584000.0,0.0011570378609815732,1.6048191499830498
V,MCINERNEY RYAN,"Director,Officer",2023-12-01,S,8150.0,255.79,2084688.5,0.00021507469559367255,0.7866996004172636
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-01,S,1160.0,325.33,377382.8,0.004197269685607442,1.8461100039043747
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-01,S,4542.0,324.66,1474605.7200000002,0.004197269685607442,1.8461100039043747
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-01,S,1200.0,321.66,385992.00000000006,0.004197269685607442,1.8461100039043747
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-01,S,1872.0,322.72,604131.8400000001,0.004197269685607442,1.8461100039043747
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-01,S,1980.0,323.72,640965.6000000001,0.004197269685607442,1.8461100039043747
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-01,S,1923.0,324.72,624436.56,0.004197269685607442,1.8461100039043747
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-01,S,200.0,325.48,65096.0,0.004197269685607442,1.8461100039043747
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-01,S,550.0,321.81,176995.5,0.004197269685607442,1.8461100039043747
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-01,S,751.0,322.82,242437.82,0.004197269685607442,1.8461100039043747
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-01,S,967.0,323.94,313249.98,0.004197269685607442,1.8461100039043747
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-01,S,584.0,324.85,189712.4,0.004197269685607442,1.8461100039043747
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-01,S,53.0,326.5,17304.5,0.004197269685607442,1.8461100039043747
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-01,S,2300.0,321.52,739496.0,0.004197269685607442,1.8461100039043747
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-01,S,4322.0,322.58,1394190.76,0.004197269685607442,1.8461100039043747
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-01,S,5447.0,323.55,1762376.85,0.004197269685607442,1.8461100039043747
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-12-01,S,158.0,326.56,51596.48,0.004197269685607442,1.8461100039043747
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-30,S,450.0,324.85,146182.5,0.004283294460803484,1.8440604364107758
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-30,S,930.0,324.02,301338.6,0.004283294460803484,1.8440604364107758
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-30,S,110.0,327.48,36022.8,0.004283294460803484,1.8440604364107758
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-30,S,255.0,328.6,83793.0,0.004283294460803484,1.8440604364107758
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-30,S,416.0,330.0,137280.0,0.004283294460803484,1.8440604364107758
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-30,S,35.0,331.71,11609.85,0.004283294460803484,1.8440604364107758
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-30,S,159.0,333.1,52962.9,0.004283294460803484,1.8440604364107758
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-30,S,2790.0,323.04,901281.6,0.004283294460803484,1.8440604364107758
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-30,S,5837.0,324.03,1891363.11,0.004283294460803484,1.8440604364107758
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-30,S,2187.0,324.88,710512.5599999999,0.004283294460803484,1.8440604364107758
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-30,S,993.0,326.03,323747.79,0.004283294460803484,1.8440604364107758
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-30,S,691.0,327.35,226198.85,0.004283294460803484,1.8440604364107758
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-30,S,1117.0,328.51,366945.67,0.004283294460803484,1.8440604364107758
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-30,S,1911.0,329.51,629693.61,0.004283294460803484,1.8440604364107758
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-30,S,1303.0,330.32,430406.96,0.004283294460803484,1.8440604364107758
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-30,S,600.0,331.57,198942.0,0.004283294460803484,1.8440604364107758
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-30,S,500.0,332.88,166440.0,0.004283294460803484,1.8440604364107758
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-30,S,1809.0,323.33,584903.97,0.004283294460803484,1.8440604364107758
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-30,S,2192.0,324.38,711040.96,0.004283294460803484,1.8440604364107758
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-30,S,570.0,325.38,185466.6,0.004283294460803484,1.8440604364107758
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-30,S,200.0,326.39,65278.0,0.004283294460803484,1.8440604364107758
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-30,S,331.0,327.64,108448.84,0.004283294460803484,1.8440604364107758
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-30,S,500.0,328.65,164325.0,0.004283294460803484,1.8440604364107758
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-30,S,1031.0,329.84,340065.04,0.004283294460803484,1.8440604364107758
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-30,S,342.0,331.09,113232.77999999998,0.004283294460803484,1.8440604364107758
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-30,S,200.0,332.72,66544.0,0.004283294460803484,1.8440604364107758
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-30,S,400.0,323.05,129220.0,0.004283294460803484,1.8440604364107758
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-30,S,150.0,325.9,48885.0,0.004283294460803484,1.8440604364107758
PG,Keith R. Alexandra,Officer,2023-11-30,S,1408.0,153.47,216085.76,4.368778790360501e-05,0.371888591869667
PG,Keith R. Alexandra,Officer,2023-11-30,S,5167.0,153.47,792979.49,4.368778790360501e-05,0.371888591869667
VZ,Silliman Craig L.,Officer,2023-11-30,S,23380.0,38.0,888440.0,-0.0007400377548789513,0.42497716449537404
NVDA,Shoquist Debora,Officer,2023-11-29,S,1395.0,486.5,678667.5,0.0041371611893158125,2.1881444940155115
NVDA,Shoquist Debora,Officer,2023-11-29,S,100.0,487.29,48729.0,0.0041371611893158125,2.1881444940155115
NVDA,Shoquist Debora,Officer,2023-11-29,S,500.0,485.22,242610.0,0.0041371611893158125,2.1881444940155115
NVDA,Shoquist Debora,Officer,2023-11-29,S,700.0,484.36,339052.0,0.0041371611893158125,2.1881444940155115
NVDA,Shoquist Debora,Officer,2023-11-29,S,1200.0,483.28,579936.0,0.0041371611893158125,2.1881444940155115
NVDA,Shoquist Debora,Officer,2023-11-29,S,4652.0,482.38,2244031.76,0.0041371611893158125,2.1881444940155115
NVDA,Shoquist Debora,Officer,2023-11-29,S,4877.0,481.43,2347934.11,0.0041371611893158125,2.1881444940155115
NVDA,Shoquist Debora,Officer,2023-11-29,S,2000.0,480.51,961020.0,0.0041371611893158125,2.1881444940155115
NVDA,Shoquist Debora,Officer,2023-11-29,S,400.0,479.37,191748.0,0.0041371611893158125,2.1881444940155115
NVDA,Shoquist Debora,Officer,2023-11-28,S,200.0,482.84,96568.0,0.004310039566952758,2.1879427758628065
NVDA,Shoquist Debora,Officer,2023-11-27,S,3913.0,482.18,1886770.34,0.0043793884651950514,2.193742755923837
NVDA,Shoquist Debora,Officer,2023-11-28,S,2244.0,481.11,1079610.84,0.004310039566952758,2.1879427758628065
NVDA,Shoquist Debora,Officer,2023-11-28,S,1892.0,480.21,908557.32,0.004310039566952758,2.1879427758628065
NVDA,Shoquist Debora,Officer,2023-11-28,S,1500.0,478.75,718125.0,0.004310039566952758,2.1879427758628065
NVDA,Shoquist Debora,Officer,2023-11-28,S,3996.0,477.72,1908969.12,0.004310039566952758,2.1879427758628065
NVDA,Shoquist Debora,Officer,2023-11-27,S,317.0,477.71,151434.07,0.0043793884651950514,2.193742755923837
NVDA,Shoquist Debora,Officer,2023-11-27,S,2281.0,479.26,1093192.06,0.0043793884651950514,2.193742755923837
NVDA,Shoquist Debora,Officer,2023-11-27,S,1834.0,480.26,880796.84,0.0043793884651950514,2.193742755923837
NVDA,Shoquist Debora,Officer,2023-11-27,S,5185.0,481.31,2495592.35,0.0043793884651950514,2.193742755923837
NVDA,Shoquist Debora,Officer,2023-11-28,S,800.0,482.06,385648.0,0.004310039566952758,2.1879427758628065
NVDA,Shoquist Debora,Officer,2023-11-27,S,4647.0,483.4,2246359.8,0.0043793884651950514,2.193742755923837
NVDA,Shoquist Debora,Officer,2023-11-27,S,1553.0,484.21,751978.13,0.0043793884651950514,2.193742755923837
NVDA,Shoquist Debora,Officer,2023-11-27,S,270.0,485.08,130971.6,0.0043793884651950514,2.193742755923837
NVDA,Shoquist Debora,Officer,2023-11-28,S,2000.0,475.9,951800.0,0.004310039566952758,2.1879427758628065
NVDA,Shoquist Debora,Officer,2023-11-28,S,7368.0,476.74,3512620.3200000003,0.004310039566952758,2.1879427758628065
TSLA,Taneja Vaibhav,Officer,2023-11-29,S,4000.0,250.0,1000000.0,0.0011984809113445318,2.1146090152132127
META,Olivan Javier,Officer,2023-11-29,S,6077.0,339.77,2064782.29,0.004354117806128856,1.873497579774567
AAPL,KONDO CHRIS,Officer,2023-11-29,S,5513.0,192.0,1058496.0,0.000539981581632273,1.2412401025351623
META,Newstead Jennifer,Officer,2023-11-28,S,566.0,333.62,188828.92,0.004355113966865982,1.8730775078475488
HD,Bastek William D,Officer,2023-11-28,S,1612.0,313.9,506006.8,-0.0005830764190655814,0.9907076434836019
NVDA,HUDSON DAWN E,Director,2023-11-28,S,11000.0,477.77,5255470.0,0.004310039566952758,2.1879427758628065
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-29,S,900.0,337.1,303390.0,0.004354117806128856,1.873497579774567
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-29,S,1135.0,338.17,383822.95,0.004354117806128856,1.873497579774567
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-29,S,1175.0,339.02,398348.5,0.004354117806128856,1.873497579774567
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-29,S,941.0,331.97,312383.77,0.004354117806128856,1.873497579774567
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-29,S,2622.0,332.77,872522.94,0.004354117806128856,1.873497579774567
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-29,S,1979.0,333.74,660471.46,0.004354117806128856,1.873497579774567
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-29,S,300.0,334.79,100437.0,0.004354117806128856,1.873497579774567
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-29,S,255.0,337.03,85942.65,0.004354117806128856,1.873497579774567
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-29,S,800.0,338.44,270752.0,0.004354117806128856,1.873497579774567
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-29,S,278.0,339.38,94347.64,0.004354117806128856,1.873497579774567
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-29,S,290.0,331.72,96198.8,0.004354117806128856,1.873497579774567
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-29,S,1157.0,332.8,385049.6,0.004354117806128856,1.873497579774567
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-29,S,750.0,333.64,250230.0,0.004354117806128856,1.873497579774567
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-29,S,158.0,334.72,52885.76,0.004354117806128856,1.873497579774567
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-29,S,100.0,336.48,33648.0,0.004354117806128856,1.873497579774567
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-29,S,300.0,338.42,101526.0,0.004354117806128856,1.873497579774567
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-29,S,150.0,339.56,50934.0,0.004354117806128856,1.873497579774567
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-29,S,590.0,331.45,195555.5,0.004354117806128856,1.873497579774567
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-29,S,5534.0,332.41,1839556.94,0.004354117806128856,1.873497579774567
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-29,S,6478.0,333.42,2159894.76,0.004354117806128856,1.873497579774567
