ISSUERTRADINGSYMBOL,RPTOWNERNAME,RPTOWNER_RELATIONSHIP,TRANS_DATE,TRANS_CODE,TRANS_SHARES,TRANS_PRICEPERSHARE,TransactionValue,alpha,beta
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-29,S,1811.0,334.19,605218.09,0.004354117806128856,1.873497579774567
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-29,S,306.0,335.26,102589.56,0.004354117806128856,1.873497579774567
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-28,S,600.0,334.19,200514.0,0.004355113966865982,1.8730775078475488
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-28,S,926.0,338.89,313812.14,0.004355113966865982,1.8730775078475488
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-28,S,1800.0,337.33,607194.0,0.004355113966865982,1.8730775078475488
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-28,S,7017.0,336.24,2359396.08,0.004355113966865982,1.8730775078475488
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-28,S,5029.0,335.48,1687128.9200000002,0.004355113966865982,1.8730775078475488
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-28,S,3157.0,334.36,1055574.52,0.004355113966865982,1.8730775078475488
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-28,S,1600.0,334.36,534976.0,0.004355113966865982,1.8730775078475488
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-28,S,800.0,335.38,268304.0,0.004355113966865982,1.8730775078475488
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-28,S,1169.0,336.19,393006.11,0.004355113966865982,1.8730775078475488
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-28,S,300.0,337.22,101166.0,0.004355113966865982,1.8730775078475488
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-28,S,312.0,338.88,105730.56,0.004355113966865982,1.8730775078475488
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-28,S,36.0,338.39,12182.04,0.004355113966865982,1.8730775078475488
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-28,S,1438.0,335.49,482434.62,0.004355113966865982,1.8730775078475488
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-28,S,3025.0,336.22,1017065.5,0.004355113966865982,1.8730775078475488
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-28,S,800.0,337.27,269816.0,0.004355113966865982,1.8730775078475488
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-27,S,1101.0,338.95,373183.95,0.004375637743032974,1.874332474016676
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-27,S,560.0,338.05,189308.0,0.004375637743032974,1.874332474016676
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-27,S,208.0,336.72,70037.76000000001,0.004375637743032974,1.874332474016676
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-27,S,200.0,335.82,67164.0,0.004375637743032974,1.874332474016676
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-27,S,486.0,334.84,162732.24,0.004375637743032974,1.874332474016676
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-27,S,200.0,339.77,67954.0,0.004375637743032974,1.874332474016676
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-27,S,3124.0,339.09,1059317.16,0.004375637743032974,1.874332474016676
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-27,S,1311.0,338.16,443327.76,0.004375637743032974,1.874332474016676
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-27,S,800.0,337.08,269664.0,0.004375637743032974,1.874332474016676
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-27,S,528.0,335.77,177286.56,0.004375637743032974,1.874332474016676
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-27,S,1212.0,334.85,405838.2,0.004375637743032974,1.874332474016676
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-27,S,416.0,339.67,141302.72,0.004375637743032974,1.874332474016676
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-27,S,8052.0,339.09,2730352.68,0.004375637743032974,1.874332474016676
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-27,S,3514.0,338.03,1187837.42,0.004375637743032974,1.874332474016676
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-27,S,1555.0,336.92,523910.6,0.004375637743032974,1.874332474016676
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-27,S,1700.0,335.69,570673.0,0.004375637743032974,1.874332474016676
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-27,S,2692.0,334.83,901362.36,0.004375637743032974,1.874332474016676
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-27,S,350.0,339.56,118846.0,0.004375637743032974,1.874332474016676
NVDA,Dabiri John,Director,2023-11-24,S,218.0,484.99,105727.82,0.004409896998078126,2.1868304223615307
NVDA,STEVENS MARK A,Director,2023-11-24,S,280.0,482.0,134960.0,0.004409896998078126,2.1868304223615307
NVDA,STEVENS MARK A,Director,2023-11-27,S,10000.0,483.18,4831800.0,0.0043793884651950514,2.193742755923837
NVDA,Shoquist Debora,Officer,2023-11-27,S,1834.0,480.26,880796.84,0.0043793884651950514,2.193742755923837
NVDA,Shoquist Debora,Officer,2023-11-27,S,2281.0,479.26,1093192.06,0.0043793884651950514,2.193742755923837
NVDA,Shoquist Debora,Officer,2023-11-27,S,317.0,477.71,151434.07,0.0043793884651950514,2.193742755923837
NVDA,Shoquist Debora,Officer,2023-11-28,S,200.0,482.84,96568.0,0.004310039566952758,2.1879427758628065
NVDA,Shoquist Debora,Officer,2023-11-28,S,800.0,482.06,385648.0,0.004310039566952758,2.1879427758628065
NVDA,Shoquist Debora,Officer,2023-11-28,S,2244.0,481.11,1079610.84,0.004310039566952758,2.1879427758628065
NVDA,Shoquist Debora,Officer,2023-11-28,S,1892.0,480.21,908557.32,0.004310039566952758,2.1879427758628065
NVDA,Shoquist Debora,Officer,2023-11-28,S,1500.0,478.75,718125.0,0.004310039566952758,2.1879427758628065
NVDA,Shoquist Debora,Officer,2023-11-28,S,3996.0,477.72,1908969.12,0.004310039566952758,2.1879427758628065
NVDA,Shoquist Debora,Officer,2023-11-28,S,7368.0,476.74,3512620.3200000003,0.004310039566952758,2.1879427758628065
NVDA,Shoquist Debora,Officer,2023-11-28,S,2000.0,475.9,951800.0,0.004310039566952758,2.1879427758628065
NVDA,Shoquist Debora,Officer,2023-11-27,S,270.0,485.08,130971.6,0.0043793884651950514,2.193742755923837
NVDA,Shoquist Debora,Officer,2023-11-27,S,1553.0,484.21,751978.13,0.0043793884651950514,2.193742755923837
NVDA,Shoquist Debora,Officer,2023-11-27,S,4647.0,483.4,2246359.8,0.0043793884651950514,2.193742755923837
NVDA,Shoquist Debora,Officer,2023-11-27,S,5185.0,481.31,2495592.35,0.0043793884651950514,2.193742755923837
NVDA,Shoquist Debora,Officer,2023-11-27,S,3913.0,482.18,1886770.34,0.0043793884651950514,2.193742755923837
PYPL,Alford Peggy,Officer,2023-11-27,S,15000.0,56.76,851400.0,-0.0018629072647876723,1.346522057486216
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-24,S,300.0,341.46,102438.0,0.004436904220362434,1.86737601989765
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-24,S,1600.0,340.2,544320.0,0.004436904220362434,1.86737601989765
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-24,S,4100.0,339.54,1392114.0,0.004436904220362434,1.86737601989765
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-24,S,5029.0,338.28,1701210.12,0.004436904220362434,1.86737601989765
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-24,S,6900.0,337.5,2328750.0,0.004436904220362434,1.86737601989765
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-24,S,1000.0,340.12,340120.0,0.004436904220362434,1.86737601989765
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-24,S,1224.0,339.5,415548.0,0.004436904220362434,1.86737601989765
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-24,S,3231.0,337.56,1090656.36,0.004436904220362434,1.86737601989765
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-24,S,1520.0,338.47,514474.4,0.004436904220362434,1.86737601989765
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-24,S,500.0,338.73,169365.0,0.004436904220362434,1.86737601989765
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-24,S,50.0,341.74,17087.0,0.004436904220362434,1.86737601989765
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-24,S,1505.0,337.62,508118.1,0.004436904220362434,1.86737601989765
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-24,S,750.0,339.8,254850.0,0.004436904220362434,1.86737601989765
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-24,S,100.0,340.59,34059.0,0.004436904220362434,1.86737601989765
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-24,S,200.0,341.57,68314.0,0.004436904220362434,1.86737601989765
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-22,S,689.0,342.02,235651.78,0.0044189470563525575,1.8633209834138087
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-22,S,1745.0,341.32,595603.4,0.0044189470563525575,1.8633209834138087
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-22,S,9487.0,341.68,3241518.16,0.0044189470563525575,1.8633209834138087
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-22,S,1301.0,339.8,442079.8,0.0044189470563525575,1.8633209834138087
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-22,S,6440.0,340.95,2195718.0,0.0044189470563525575,1.8633209834138087
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-22,S,471.0,340.24,160253.04,0.0044189470563525575,1.8633209834138087
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-22,S,701.0,342.52,240106.52,0.0044189470563525575,1.8633209834138087
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-22,S,500.0,339.6,169800.0,0.0044189470563525575,1.8633209834138087
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-22,S,2345.0,340.92,799457.4,0.0044189470563525575,1.8633209834138087
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-22,S,3622.0,341.64,1237420.0799999998,0.0044189470563525575,1.8633209834138087
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-22,S,708.0,342.35,242383.8,0.0044189470563525575,1.8633209834138087
HD,Campbell Ann Marie,Officer,2023-11-22,S,127.0,307.07,38997.89,-0.0006111244060651876,0.9832644131494637
AMZN,Jassy Andrew R,"Director,Officer",2023-11-21,S,626.0,143.8,90018.8,0.000997176562802136,1.5598073340710934
AMZN,Jassy Andrew R,"Director,Officer",2023-11-21,S,11759.0,143.05,1682124.9500000002,0.000997176562802136,1.5598073340710934
AMZN,Jassy Andrew R,"Director,Officer",2023-11-21,S,9548.0,142.1,1356770.8,0.000997176562802136,1.5598073340710934
AMZN,Herrington Douglas J,Officer,2023-11-21,S,8480.0,143.08,1213318.4,0.000997176562802136,1.5598073340710934
AMZN,Herrington Douglas J,Officer,2023-11-21,S,1000.0,143.74,143740.0,0.000997176562802136,1.5598073340710934
AMZN,Zapolsky David,Officer,2023-11-22,S,18440.0,145.0,2673800.0,0.0011029580423378954,1.572603578490948
AMZN,Zapolsky David,Officer,2023-11-21,S,800.0,143.71,114968.0,0.000997176562802136,1.5598073340710934
AMZN,Zapolsky David,Officer,2023-11-21,S,5920.0,143.08,847033.6000000001,0.000997176562802136,1.5598073340710934
AMZN,Olsavsky Brian T,Officer,2023-11-21,S,16800.0,143.76,2415168.0,0.000997176562802136,1.5598073340710934
AMZN,Selipsky Adam,Officer,2023-11-21,S,1724.0,143.27,246997.48,0.000997176562802136,1.5598073340710934
AMZN,Selipsky Adam,Officer,2023-11-21,S,1777.0,142.26,252796.02,0.000997176562802136,1.5598073340710934
AMZN,Selipsky Adam,Officer,2023-11-21,S,103.0,143.82,14813.46,0.000997176562802136,1.5598073340710934
AMZN,Selipsky Adam,Officer,2023-11-22,S,500.0,144.68,72340.0,0.0011029580423378954,1.572603578490948
AMZN,Reynolds Shelley,Officer,2023-11-21,S,271.0,143.77,38961.670000000006,0.000997176562802136,1.5598073340710934
AMZN,Reynolds Shelley,Officer,2023-11-21,S,2849.0,143.13,407777.37,0.000997176562802136,1.5598073340710934
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-21,S,1151.0,338.67,389809.17,0.0043277471235772524,1.85075667753773
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-21,S,351.0,339.37,119118.87,0.0043277471235772524,1.85075667753773
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-21,S,701.0,337.85,236832.85,0.0043277471235772524,1.85075667753773
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-21,S,702.0,336.49,236215.98,0.0043277471235772524,1.85075667753773
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-21,S,100.0,339.5,33950.0,0.0043277471235772524,1.85075667753773
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-21,S,2868.0,338.89,971936.52,0.0043277471235772524,1.85075667753773
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-21,S,2420.0,338.09,818177.7999999999,0.0043277471235772524,1.85075667753773
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-21,S,1787.0,336.49,601307.63,0.0043277471235772524,1.85075667753773
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-21,S,1461.0,339.32,495746.52,0.0043277471235772524,1.85075667753773
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-21,S,8180.0,338.64,2770075.2,0.0043277471235772524,1.85075667753773
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-21,S,3940.0,337.81,1330971.4,0.0043277471235772524,1.85075667753773
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-21,S,4348.0,336.53,1463232.44,0.0043277471235772524,1.85075667753773
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-20,S,350.0,337.83,118240.5,0.004263828618488584,1.8556118091381482
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-20,S,1282.0,338.79,434328.78,0.004263828618488584,1.8556118091381482
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-20,S,150.0,340.74,51111.0,0.004263828618488584,1.8556118091381482
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-20,S,1023.0,339.67,347482.41000000003,0.004263828618488584,1.8556118091381482
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-20,S,200.0,341.07,68214.0,0.004263828618488584,1.8556118091381482
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-20,S,100.0,336.02,33602.0,0.004263828618488584,1.8556118091381482
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-20,S,87.0,341.77,29733.99,0.004263828618488584,1.8556118091381482
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-20,S,100.0,335.21,33521.0,0.004263828618488584,1.8556118091381482
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-20,S,100.0,336.71,33671.0,0.004263828618488584,1.8556118091381482
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-20,S,2300.0,338.35,778205.0,0.004263828618488584,1.8556118091381482
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-20,S,3200.0,339.22,1085504.0,0.004263828618488584,1.8556118091381482
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-20,S,1275.0,340.01,433512.75,0.004263828618488584,1.8556118091381482
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-20,S,865.0,340.94,294913.1,0.004263828618488584,1.8556118091381482
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-20,S,5281.0,339.76,1794272.56,0.004263828618488584,1.8556118091381482
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-20,S,8384.0,338.9,2841337.6,0.004263828618488584,1.8556118091381482
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-20,S,2687.0,338.08,908420.96,0.004263828618488584,1.8556118091381482
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-20,S,400.0,336.51,134604.0,0.004263828618488584,1.8556118091381482
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-20,S,225.0,335.03,75381.75,0.004263828618488584,1.8556118091381482
META,Newstead Jennifer,Officer,2023-11-21,S,566.0,338.48,191579.68,0.0043277471235772524,1.85075667753773
META,Cox Christopher K,Officer,2023-11-20,S,10000.0,340.02,3400200.0,0.004263828618488584,1.8556118091381482
PYPL,Auerbach Jonathan,Officer,2023-11-21,S,62229.0,55.54,3456198.66,-0.0018857384644050065,1.3211606839787797
PYPL,Auerbach Jonathan,Officer,2023-11-21,S,2728.0,56.48,154077.44,-0.0018857384644050065,1.3211606839787797
V,Taneja Rajat,Officer,2023-11-22,S,7811.0,253.17,1977510.87,0.00023865585978377277,0.8075019027635374
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-17,S,1610.0,332.04,534584.4,0.004258988814265146,1.8559383913199894
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-17,S,5211.0,333.14,1735992.54,0.004258988814265146,1.8559383913199894
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-17,S,6219.0,333.99,2077083.81,0.004258988814265146,1.8559383913199894
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-17,S,4257.0,334.91,1425711.87,0.004258988814265146,1.8559383913199894
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-17,S,100.0,329.72,32972.0,0.004258988814265146,1.8559383913199894
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-17,S,700.0,331.99,232393.0,0.004258988814265146,1.8559383913199894
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-17,S,1750.0,333.0,582750.0,0.004258988814265146,1.8559383913199894
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-17,S,2400.0,333.82,801168.0,0.004258988814265146,1.8559383913199894
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-17,S,2178.0,334.8,729194.4,0.004258988814265146,1.8559383913199894
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-17,S,47.0,335.41,15764.27,0.004258988814265146,1.8559383913199894
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-17,S,104.0,330.91,34414.64,0.004258988814265146,1.8559383913199894
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-17,S,400.0,332.33,132932.0,0.004258988814265146,1.8559383913199894
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-17,S,1000.0,333.41,333410.0,0.004258988814265146,1.8559383913199894
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-17,S,1144.0,334.35,382496.4,0.004258988814265146,1.8559383913199894
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-17,S,257.0,335.03,86102.70999999999,0.004258988814265146,1.8559383913199894
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-17,S,208.0,329.86,68610.88,0.004258988814265146,1.8559383913199894
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-17,S,424.0,330.84,140276.16,0.004258988814265146,1.8559383913199894
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-16,S,1101.0,330.02,363352.02,0.0041561154053335785,1.8530854402702497
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-16,S,1100.0,331.22,364342.00000000006,0.0041561154053335785,1.8530854402702497
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-16,S,987.0,332.24,327920.88,0.0041561154053335785,1.8530854402702497
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-16,S,1092.0,333.27,363930.84,0.0041561154053335785,1.8530854402702497
META,Zuckerberg Mark,"Director,Officer,TenPercentOwner",2023-11-16,S,593.0,334.14,198145.02,0.0041561154053335785,1.8530854402702497
